Path,Label,Mode
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/002.Laysan_Albatross/Red_Breasted_Merganser_0046_79330.jpg,79,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/005.Crested_Auklet/Red_Legged_Kittiwake_0067_795401.jpg,123,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/174.Palm_Warbler/Golden_Winged_Warbler_0013_794837.jpg,118,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/057.Rose-breasted_Grosbeak/Canada_Warbler_0019_162409.jpg,29,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/092.Nighthawk/Common_Raven_0074_101576.jpg,72,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/175.Pine_Warbler/Pine_Grosbeak_0058_38431.jpg,45,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/040.Olive-sided_Flycatcher/Tropical_Kingbird_0007_69361.jpg,36,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/035.Purple_Finch/Golden_Winged_Warbler_0079_794820.jpg,136,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/071.Long-tailed_Jaeger/Sooty_Albatross_0031_1066.jpg,42,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/031.Black-billed_Cuckoo/Green_Kingfisher_0037_71113.jpg,120,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/107.Common_Raven/T5Ye7puWZxo.jpg,105,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/179.Tennessee_Warbler/Clay_Colored_Sparrow_0043_110685.jpg,107,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/184.Louisiana_Waterthrush/Purple_Finch_0110_27750.jpg,1,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/127.Savannah_Sparrow/VnHGhoPXzD8.jpg,14,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/080.Green_Kingfisher/query.txt,184,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/144.Common_Tern/query.txt,78,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/143.Caspian_Tern/Elegant_Tern_0008_145044.jpg,22,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/157.Yellow-throated_Vireo/query.txt,162,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/066.Western_Gull/query.txt,161,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/131.Vesper_Sparrow/Rock_Wren_0026_189181.jpg,155,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/141.Artic_Tern/Long_Tailed_Jaeger_0029_61101.jpg,180,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/131.Vesper_Sparrow/Savannah_Sparrow_0066_119949.jpg,155,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/145.Elegant_Tern/query.txt,56,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/037.Acadian_Flycatcher/Blue_Grosbeak_0103_36673.jpg,98,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/031.Black-billed_Cuckoo/Harris_Sparrow_0053_116595.jpg,120,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/101.White_Pelican/Black_Tern_0055_144607.jpg,33,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/044.Frigatebird/Sooty_Albatross_0057_796354.jpg,97,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/126.Nelson-Sharp-tailed_Sparrow/Lazuli_Bunting_0014_14824.jpg,57,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/060.Glaucous-winged_Gull/YkYSChy5RU4.jpg,44,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/028.Brown_Creeper/Green_Tailed_Towhee_0096_154945.jpg,194,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/092.Nighthawk/Black_Throated_Sparrow_0049_106958.jpg,72,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/150.Sage_Thrasher/Baird_Sparrow_0021_794576.jpg,73,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/059.California_Gull/California_Gull_0021_41471.jpg,187,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/118.House_Sparrow/00IKlCdLQXI.jpg,156,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/073.Blue_Jay/b95kjjjjhHw.jpg,13,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/069.Rufous_Hummingbird/Barn_Swallow_0018_130709.jpg,58,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/030.Fish_Crow/3m65uEfyXAA.jpg,186,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/076.Dark-eyed_Junco/Tropical_Kingbird_0057_69283.jpg,60,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/137.Cliff_Swallow/Common_Raven_0035_101466.jpg,128,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/057.Rose-breasted_Grosbeak/Canada_Warbler_0112_162398.jpg,29,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/162.Canada_Warbler/-mBvbLc7pgU.jpg,197,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/123.Henslow_Sparrow/Yellow_Breasted_Chat_0012_21961.jpg,126,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/031.Black-billed_Cuckoo/Yellow_Throated_Vireo_0052_794973.jpg,120,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/061.Heermann_Gull/AM0bf_Up1Sw.jpg,6,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/178.Swainson_Warbler/Palm_Warbler_0061_169954.jpg,151,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/156.White-eyed_Vireo/Ovenbird_0124_93103.jpg,35,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/182.Yellow_Warbler/Henslow_Sparrow_0081_116755.jpg,31,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/045.Northern_Fulmar/Northern_Fulmar_0095_43860.jpg,149,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/166.Golden-winged_Warbler/Cape_May_Warbler_0069_162980.jpg,66,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/066.Western_Gull/Forsters_Tern_0068_152078.jpg,161,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/109.American_Redstart/Rose_Breasted_Grosbeak_0106_39714.jpg,37,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/166.Golden-winged_Warbler/Black_Billed_Cuckoo_0087_795300.jpg,66,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/071.Long-tailed_Jaeger/query.txt,42,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/121.Grasshopper_Sparrow/Baird_Sparrow_0021_794576.jpg,3,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/174.Palm_Warbler/Tree_Sparrow_0094_124974.jpg,118,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/170.Mourning_Warbler/Pine_Warbler_0102_171147.jpg,15,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/168.Kentucky_Warbler/Cerulean_Warbler_0089_163412.jpg,26,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/120.Fox_Sparrow/Cardinal_0007_18537.jpg,145,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/164.Cerulean_Warbler/Black_Throated_Blue_Warbler_0024_161619.jpg,152,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/033.Yellow-billed_Cuckoo/Nashville_Warbler_0098_167293.jpg,111,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/114.Black-throated_Sparrow/White_Throated_Sparrow_0134_129190.jpg,157,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/182.Yellow_Warbler/Golden_Winged_Warbler_0079_794820.jpg,31,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/112.Great-Grey_Shrike/Geococcyx_0041_104273.jpg,52,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/033.Yellow-billed_Cuckoo/Golden_Winged_Warbler_0079_794820.jpg,111,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/184.Louisiana_Waterthrush/Northern_Waterthrush_0108_177059.jpg,1,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/005.Crested_Auklet/Sooty_Albatross_0019_796391.jpg,123,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/044.Frigatebird/Mangrove_Cuckoo_0050_794594.jpg,97,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/053.Western_Grebe/Horned_Grebe_0002_34577.jpg,129,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/067.Anna_Hummingbird/Myrtle_Warbler_0007_166897.jpg,199,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/082.Ringed_Kingfisher/query.txt,10,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/007.Parakeet_Auklet/Crested_Auklet_0069_785258.jpg,59,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/058.Pigeon_Guillemot/Glaucous_Winged_Gull_0005_44860.jpg,108,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/114.Black-throated_Sparrow/query.txt,157,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/163.Cape-May_Warbler/Cape_May_Warbler_0069_162980.jpg,96,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/091.Mockingbird/Chestnut_Sided_Warbler_0075_164231.jpg,74,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/144.Common_Tern/Ring_Billed_Gull_0020_50204.jpg,78,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/161.Blue-winged_Warbler/Cape_May_Warbler_0069_162980.jpg,139,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/056.Pine_Grosbeak/Orchard_Oriole_0009_91902.jpg,153,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/140.Summer_Tanager/Anna_Hummingbird_0128_57047.jpg,182,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/023.Brandt_Cormorant/Red_Legged_Kittiwake_0049_795440.jpg,198,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/033.Yellow-billed_Cuckoo/Mangrove_Cuckoo_0050_794594.jpg,111,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/122.Harris_Sparrow/00IKlCdLQXI.jpg,185,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/099.Ovenbird/Clay_Colored_Sparrow_0043_110685.jpg,196,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/077.Tropical_Kingbird/Bank_Swallow_0036_129567.jpg,114,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/081.Pied_Kingfisher/Brandt_Cormorant_0035_23000.jpg,174,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/197.Marsh_Wren/Grasshopper_Sparrow_0014_116129.jpg,119,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/024.Red-faced_Cormorant/5gdMVqDFZ6I.jpg,131,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/082.Ringed_Kingfisher/White_Necked_Raven_0036_797359.jpg,10,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/043.Yellow-bellied_Flycatcher/Mourning_Warbler_0062_166531.jpg,85,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/113.Baird_Sparrow/Henslow_Sparrow_0042_796595.jpg,32,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/077.Tropical_Kingbird/query.txt,114,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/033.Yellow-billed_Cuckoo/query.txt,111,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/008.Rhinoceros_Auklet/Black_Footed_Albatross_0081_426.jpg,76,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/090.Red-breasted_Merganser/query.txt,7,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/086.Pacific_Loon/Rhinoceros_Auklet_0007_797521.jpg,172,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/189.Red-bellied_Woodpecker/Clark_Nutcracker_0075_85715.jpg,2,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/132.White-crowned_Sparrow/Black_Throated_Sparrow_0065_107087.jpg,19,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/125.Lincoln_Sparrow/Nelson_Sharp_Tailed_Sparrow_0068_796930.jpg,113,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/093.Clark_Nutcracker/Sage_Thrasher_0079_155718.jpg,80,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/079.Belted_Kingfisher/Eastern_Towhee_0030_22693.jpg,27,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/002.Laysan_Albatross/Parakeet_Auklet_0001_795972.jpg,79,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/120.Fox_Sparrow/Blue_Headed_Vireo_0110_155952.jpg,145,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/177.Prothonotary_Warbler/Nashville_Warbler_0053_167403.jpg,70,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/154.Red-eyed_Vireo/Eastern_Towhee_0093_22621.jpg,189,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/093.Clark_Nutcracker/Least_Flycatcher_0034_30151.jpg,80,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/104.American_Pipit/Vermilion_Flycatcher_0020_42498.jpg,65,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/025.Pelagic_Cormorant/qS4JTLOi6Mw.jpg,34,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/005.Crested_Auklet/Glaucous_Winged_Gull_0005_44860.jpg,123,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/110.Geococcyx/klkC0NkxR0M.jpg,50,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/025.Pelagic_Cormorant/Black_Footed_Albatross_0063_796141.jpg,34,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/094.White-breasted_Nuthatch/Red_Cockaded_Woodpecker_0021_182647.jpg,101,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/072.Pomarine_Jaeger/Northern_Fulmar_0019_43853.jpg,8,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/009.Brewer_Blackbird/Brewer_Blackbird_0074_2277.jpg,86,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/173.Orange-crowned_Warbler/Gray_Catbird_0055_20671.jpg,12,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/050.Eared_Grebe/Red_Legged_Kittiwake_0001_795394.jpg,62,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/116.Chipping_Sparrow/Mockingbird_0087_79600.jpg,144,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/132.White-crowned_Sparrow/Vesper_Sparrow_0033_125568.jpg,19,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/180.Wilson_Warbler/Cape_May_Warbler_0111_162959.jpg,49,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/104.American_Pipit/Cape_Glossy_Starling_0054_129440.jpg,65,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/121.Grasshopper_Sparrow/Lazuli_Bunting_0014_14824.jpg,3,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/102.Western-Wood_Pewee/Green_Violetear_0095_795646.jpg,47,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/165.Chestnut-sided_Warbler/Red_Eyed_Vireo_0109_157176.jpg,132,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/145.Elegant_Tern/California_Gull_0064_41562.jpg,56,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/146.Forsters_Tern/Forsters_Tern_0035_151757.jpg,67,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/159.Black-and-white_Warbler/Brown_Creeper_0106_24617.jpg,5,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/179.Tennessee_Warbler/White_Crowned_Sparrow_0140_125967.jpg,107,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/193.Bewick_Wren/Cerulean_Warbler_0010_797210.jpg,140,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/013.Bobolink/Scissor_Tailed_Flycatcher_0062_41952.jpg,88,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/158.Bay-breasted_Warbler/American_Goldfinch_0014_32154.jpg,30,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/050.Eared_Grebe/query.txt,62,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/063.Ivory_Gull/Brown_Pelican_0031_93874.jpg,130,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/108.White-necked_Raven/Great_Grey_Shrike_0016_106720.jpg,102,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/061.Heermann_Gull/query.txt,6,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/173.Orange-crowned_Warbler/Grasshopper_Sparrow_0019_115958.jpg,12,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/041.Scissor-tailed_Flycatcher/Loggerhead_Shrike_0024_105593.jpg,143,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/141.Artic_Tern/Brewer_Blackbird_0078_2659.jpg,180,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/056.Pine_Grosbeak/Pine_Grosbeak_0006_38421.jpg,153,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/006.Least_Auklet/Crested_Auklet_0013_794914.jpg,48,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/096.Hooded_Oriole/Gray_Kingbird_0052_795024.jpg,192,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/104.American_Pipit/query.txt,65,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/116.Chipping_Sparrow/House_Wren_0091_188046.jpg,144,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/049.Boat-tailed_Grackle/h3wVB-g8V5Y.jpg,133,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/107.Common_Raven/564cKQH_xPs.jpg,105,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/140.Summer_Tanager/Ovenbird_0022_92702.jpg,182,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/127.Savannah_Sparrow/Scissor_Tailed_Flycatcher_0038_41649.jpg,14,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/048.European_Goldfinch/query.txt,178,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/008.Rhinoceros_Auklet/Parakeet_Auklet_0062_795958.jpg,76,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/191.Red-headed_Woodpecker/Red_Headed_Woodpecker_0066_183322.jpg,183,train
/home/tin/projects/reasoning/plain_clip/retrieval_cub_10_images_by_texts_inpaint_unsplash_query/097.Orchard_Oriole/Scott_Oriole_0040_795839.jpg,24,train
